RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
39,39,2025-12-10 04:11:58.0416872,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,0,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-Path,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\iexplore.exe|4bb0745287b452cb\LowerCaseLongPath,Details: c:\program files\internet explorer\iexplore.exe,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-Path""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:11:58.038""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\iexplore.exe|4bb0745287b452cb\\LowerCaseLongPath""},{""@Name"":""Details"",""#text"":""c:\\program files\\internet explorer\\iexplore.exe""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
40,40,2025-12-10 04:11:58.0418455,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,0,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-Pub,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\iexplore.exe|4bb0745287b452cb\Publisher,Details: microsoft corporation,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-Pub""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:11:58.038""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\iexplore.exe|4bb0745287b452cb\\Publisher""},{""@Name"":""Details"",""#text"":""microsoft corporation""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
41,41,2025-12-10 04:11:58.0420494,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,0,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-CompileTimeClaim,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\iexplore.exe|4bb0745287b452cb\LinkDate,Details: 08/05/2040 13:45:30,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-CompileTimeClaim""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:11:58.038""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\iexplore.exe|4bb0745287b452cb\\LinkDate""},{""@Name"":""Details"",""#text"":""08/05/2040 13:45:30""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
42,42,2025-12-10 04:11:58.0420898,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,0,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-Ver,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\iexplore.exe|4bb0745287b452cb\BinProductVersion,Details: 11.0.19041.1566,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-Ver""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:11:58.038""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\iexplore.exe|4bb0745287b452cb\\BinProductVersion""},{""@Name"":""Details"",""#text"":""11.0.19041.1566""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
43,43,2025-12-10 04:11:58.0849116,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,0,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-Path,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\iexplore.exe|2322840f7933cc81\LowerCaseLongPath,Details: c:\program files (x86)\internet explorer\iexplore.exe,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-Path""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:11:58.077""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\iexplore.exe|2322840f7933cc81\\LowerCaseLongPath""},{""@Name"":""Details"",""#text"":""c:\\program files (x86)\\internet explorer\\iexplore.exe""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
44,44,2025-12-10 04:11:58.0850765,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,0,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-Pub,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\iexplore.exe|2322840f7933cc81\Publisher,Details: microsoft corporation,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-Pub""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:11:58.077""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\iexplore.exe|2322840f7933cc81\\Publisher""},{""@Name"":""Details"",""#text"":""microsoft corporation""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
45,45,2025-12-10 04:11:58.0852928,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,0,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-CompileTimeClaim,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\iexplore.exe|2322840f7933cc81\LinkDate,Details: 12/26/1991 12:20:57,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-CompileTimeClaim""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:11:58.077""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\iexplore.exe|2322840f7933cc81\\LinkDate""},{""@Name"":""Details"",""#text"":""12/26/1991 12:20:57""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
46,46,2025-12-10 04:11:58.0853273,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,0,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-Ver,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\iexplore.exe|2322840f7933cc81\BinProductVersion,Details: 11.0.19041.1566,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-Ver""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:11:58.077""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\iexplore.exe|2322840f7933cc81\\BinProductVersion""},{""@Name"":""Details"",""#text"":""11.0.19041.1566""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
47,47,2025-12-10 04:11:58.0880082,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,0,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-Path,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\conhost.exe|a73bcd1ef9353f3e\LowerCaseLongPath,Details: c:\windows\system32\conhost.exe,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-Path""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:11:58.085""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\conhost.exe|a73bcd1ef9353f3e\\LowerCaseLongPath""},{""@Name"":""Details"",""#text"":""c:\\windows\\system32\\conhost.exe""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
48,48,2025-12-10 04:11:58.0881713,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,0,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-Pub,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\conhost.exe|a73bcd1ef9353f3e\Publisher,Details: microsoft corporation,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-Pub""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:11:58.085""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\conhost.exe|a73bcd1ef9353f3e\\Publisher""},{""@Name"":""Details"",""#text"":""microsoft corporation""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
49,49,2025-12-10 04:11:58.0883718,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,0,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-CompileTimeClaim,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\conhost.exe|a73bcd1ef9353f3e\LinkDate,Details: 12/15/1995 02:31:54,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-CompileTimeClaim""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:11:58.085""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\conhost.exe|a73bcd1ef9353f3e\\LinkDate""},{""@Name"":""Details"",""#text"":""12/15/1995 02:31:54""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
50,50,2025-12-10 04:11:58.0884068,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,0,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-Ver,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\conhost.exe|a73bcd1ef9353f3e\BinProductVersion,Details: 10.0.19041.2546,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-Ver""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:11:58.085""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\conhost.exe|a73bcd1ef9353f3e\\BinProductVersion""},{""@Name"":""Details"",""#text"":""10.0.19041.2546""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
51,51,2025-12-10 04:11:58.0940085,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,0,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-Path,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\mmc.exe|8471611706ce450b\LowerCaseLongPath,Details: c:\windows\system32\mmc.exe,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-Path""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:11:58.093""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\mmc.exe|8471611706ce450b\\LowerCaseLongPath""},{""@Name"":""Details"",""#text"":""c:\\windows\\system32\\mmc.exe""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
52,52,2025-12-10 04:11:58.0941614,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,0,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-Pub,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\mmc.exe|8471611706ce450b\Publisher,Details: microsoft corporation,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-Pub""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:11:58.093""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\mmc.exe|8471611706ce450b\\Publisher""},{""@Name"":""Details"",""#text"":""microsoft corporation""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
53,53,2025-12-10 04:11:58.0943559,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,0,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-CompileTimeClaim,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\mmc.exe|8471611706ce450b\LinkDate,Details: 07/30/2021 05:07:27,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-CompileTimeClaim""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:11:58.093""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\mmc.exe|8471611706ce450b\\LinkDate""},{""@Name"":""Details"",""#text"":""07/30/2021 05:07:27""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
54,54,2025-12-10 04:11:58.0943906,13,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,1,S-1-5-18,RegistryEvent (Value Set),NT AUTHORITY\SYSTEM,,"ProcessID: 1688, ProcessGUID: 1111e010-edff-6938-2600-000000000400",RuleName: InvDB-Ver,Image: C:\Windows\System32\svchost.exe,EventType: SetValue,TargetObject: \REGISTRY\A\{6153746f-14e0-09fd-4a23-4401df607f6a}\Root\InventoryApplicationFile\mmc.exe|8471611706ce450b\BinProductVersion,Details: 10.0.19041.2913,,False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""InvDB-Ver""},{""@Name"":""EventType"",""#text"":""SetValue""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:11:58.093""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-edff-6938-2600-000000000400""},{""@Name"":""ProcessId"",""#text"":""1688""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""TargetObject"",""#text"":""\\REGISTRY\\A\\{6153746f-14e0-09fd-4a23-4401df607f6a}\\Root\\InventoryApplicationFile\\mmc.exe|8471611706ce450b\\BinProductVersion""},{""@Name"":""Details"",""#text"":""10.0.19041.2913""},{""@Name"":""User"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
55,55,2025-12-10 04:12:57.3890064,1,Info,Microsoft-Windows-Sysmon,Microsoft-Windows-Sysmon/Operational,4960,7188,DESKTOP-0S2K0MN,1,S-1-5-18,Process creation,DESKTOP-0S2K0MN\abish,,"ProcessID: 7848, ProcessGUID: 1111e010-f349-6938-6c01-000000000400",RuleName: -,"MD5=9BAD04696E81E4420A99660C8D1388A1,SHA256=A9024C4C0ED03730085FB529828A917F701E3DCA30D3286AE0D41E9FFF33F445,IMPHASH=43770938065E918EAD8F8E36EA492A75",ParentProcess: C:\Windows\System32\svchost.exe,"ParentProcessID: 508, ParentProcessGUID: 1111e010-edfe-6938-1300-000000000400",ParentCommandLine: C:\Windows\system32\svchost.exe -k netsvcs -p,"""C:\Windows\System32\LocationNotificationWindows.exe""",False,c:\temp\6475c822607415853134a0e4383d2ab2_sysmonactivity.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""RuleName"",""#text"":""-""},{""@Name"":""UtcTime"",""#text"":""2025-12-10 04:12:57.386""},{""@Name"":""ProcessGuid"",""#text"":""1111e010-f349-6938-6c01-000000000400""},{""@Name"":""ProcessId"",""#text"":""7848""},{""@Name"":""Image"",""#text"":""C:\\Windows\\System32\\LocationNotificationWindows.exe""},{""@Name"":""FileVersion"",""#text"":""10.0.19041.1 (WinBuild.160101.0800)""},{""@Name"":""Description"",""#text"":""Location Notification""},{""@Name"":""Product"",""#text"":""Microsoft® Windows® Operating System""},{""@Name"":""Company"",""#text"":""Microsoft Corporation""},{""@Name"":""OriginalFileName"",""#text"":""LocationNotificationWindows.exe""},{""@Name"":""CommandLine"",""#text"":""\""C:\\Windows\\System32\\LocationNotificationWindows.exe\""""},{""@Name"":""CurrentDirectory"",""#text"":""C:\\Windows\\system32\\""},{""@Name"":""User"",""#text"":""DESKTOP-0S2K0MN\\abish""},{""@Name"":""LogonGuid"",""#text"":""1111e010-eeb6-6938-7e94-070000000000""},{""@Name"":""LogonId"",""#text"":""0x7947E""},{""@Name"":""TerminalSessionId"",""#text"":""1""},{""@Name"":""IntegrityLevel"",""#text"":""Medium""},{""@Name"":""Hashes"",""#text"":""MD5=9BAD04696E81E4420A99660C8D1388A1,SHA256=A9024C4C0ED03730085FB529828A917F701E3DCA30D3286AE0D41E9FFF33F445,IMPHASH=43770938065E918EAD8F8E36EA492A75""},{""@Name"":""ParentProcessGuid"",""#text"":""1111e010-edfe-6938-1300-000000000400""},{""@Name"":""ParentProcessId"",""#text"":""508""},{""@Name"":""ParentImage"",""#text"":""C:\\Windows\\System32\\svchost.exe""},{""@Name"":""ParentCommandLine"",""#text"":""C:\\Windows\\system32\\svchost.exe -k netsvcs -p""},{""@Name"":""ParentUser"",""#text"":""NT AUTHORITY\\SYSTEM""}]}}"
